	p_Zyl_1	p_Ein	p_Aus
[KWnZOT]	[bar]	[bar]	[bar]
-289.4	2.2447	2.195	2.8098
-289.3	2.2439	2.1944	2.8102
-289.2	2.243	2.1939	2.8105
-289.1	2.2422	2.1934	2.8108
-289	2.2414	2.1929	2.8111
-288.9	2.2407	2.1924	2.8113
-288.8	2.2399	2.1919	2.8114
-288.7	2.2391	2.1914	2.8115
-288.6	2.2383	2.1909	2.8116
-288.5	2.2375	2.1904	2.8117
-288.4	2.2368	2.1899	2.8117
-288.3	2.2361	2.1895	2.8118
-288.2	2.2353	2.189	2.8118
-288.1	2.2345	2.1885	2.8118
-288	2.2338	2.188	2.8118
-287.9	2.233	2.1875	2.8118
-287.8	2.2322	2.187	2.8119
-287.7	2.2314	2.1865	2.812
-287.6	2.2307	2.1861	2.812
-287.5	2.23	2.1856	2.8121
-287.4	2.2293	2.1852	2.8123
-287.3	2.2286	2.1847	2.8124
-287.2	2.228	2.1842	2.8125
-287.1	2.2273	2.1838	2.8127
-287	2.2267	2.1833	2.8129
-286.9	2.226	2.1828	2.813
-286.8	2.2254	2.1824	2.8132
-286.7	2.2248	2.1819	2.8134
-286.6	2.2241	2.1814	2.8136
-286.5	2.2235	2.181	2.8137
-286.4	2.2229	2.1805	2.8139
-286.3	2.2223	2.1801	2.8141
-286.2	2.2217	2.1796	2.8143
-286.1	2.2212	2.1792	2.8145
-286	2.2208	2.1787	2.8146
-285.9	2.2202	2.1783	2.8147
-285.8	2.2196	2.1779	2.8148
-285.7	2.219	2.1775	2.8148
-285.6	2.2185	2.1771	2.8148
-285.5	2.2179	2.1767	2.8147
-285.4	2.2173	2.1764	2.8145
-285.3	2.2168	2.176	2.8144
-285.2	2.2162	2.1757	2.8142
-285.1	2.2157	2.1753	2.8139
-285	2.2152	2.1749	2.8136
-284.9	2.2147	2.1746	2.8132
-284.8	2.2142	2.1743	2.8129
-284.7	2.2137	2.174	2.8124
-284.6	2.2131	2.1736	2.812
-284.5	2.2126	2.1734	2.8115
-284.4	2.2121	2.1731	2.8109
-284.3	2.2115	2.1728	2.8103
-284.2	2.2109	2.1725	2.8097
-284.1	2.2104	2.1723	2.8091
-284	2.2099	2.1721	2.8084
-283.9	2.2094	2.1718	2.8077
-283.8	2.2089	2.1716	2.8069
-283.7	2.2085	2.1714	2.8062
-283.6	2.2081	2.1713	2.8054
-283.5	2.2078	2.1711	2.8047
-283.4	2.2074	2.1709	2.8039
-283.3	2.2071	2.1708	2.8031
-283.2	2.2067	2.1706	2.8023
-283.1	2.2062	2.1705	2.8015
-283	2.2058	2.1703	2.8007
-282.9	2.2054	2.1702	2.7999
-282.8	2.2051	2.17	2.7991
-282.7	2.2047	2.1699	2.7983
-282.6	2.2043	2.1698	2.7975
-282.5	2.204	2.1697	2.7967
-282.4	2.2037	2.1696	2.796
-282.3	2.2033	2.1696	2.7952
-282.2	2.2029	2.1695	2.7945
-282.1	2.2025	2.1695	2.7937
-282	2.2022	2.1695	2.7929
-281.9	2.2017	2.1695	2.7922
-281.8	2.2014	2.1695	2.7915
-281.7	2.2011	2.1695	2.7907
-281.6	2.2008	2.1695	2.7901
-281.5	2.2005	2.1695	2.7893
-281.4	2.2	2.1696	2.7886
-281.3	2.1997	2.1696	2.7879
-281.2	2.1993	2.1697	2.7872
-281.1	2.1989	2.1698	2.7866
-281	2.1985	2.1698	2.7859
-280.9	2.1983	2.17	2.7853
-280.8	2.1979	2.1701	2.7846
-280.7	2.1975	2.1702	2.7839
-280.6	2.1971	2.1704	2.7833
-280.5	2.1967	2.1705	2.7826
-280.4	2.1964	2.1707	2.782
-280.3	2.1961	2.1709	2.7814
-280.2	2.1958	2.1711	2.7807
-280.1	2.1954	2.1713	2.7801
-280	2.1951	2.1716	2.7794
-279.9	2.1948	2.1718	2.7788
-279.8	2.1946	2.172	2.7782
-279.7	2.1942	2.1723	2.7776
-279.6	2.1939	2.1725	2.777
-279.5	2.1936	2.1728	2.7764
-279.4	2.1932	2.1731	2.7758
-279.3	2.1928	2.1733	2.7752
-279.2	2.1924	2.1736	2.7746
-279.1	2.1922	2.1739	2.774
-279	2.1918	2.1742	2.7734
-278.9	2.1915	2.1745	2.7728
-278.8	2.1912	2.1748	2.7721
-278.7	2.1909	2.1751	2.7715
-278.6	2.1905	2.1754	2.7708
-278.5	2.1902	2.1757	2.7702
-278.4	2.19	2.1761	2.7694
-278.3	2.1897	2.1764	2.7688
-278.2	2.1894	2.1767	2.768
-278.1	2.1891	2.177	2.7673
-278	2.1889	2.1773	2.7666
-277.9	2.1887	2.1776	2.7659
-277.8	2.1886	2.1779	2.7652
-277.7	2.1884	2.1783	2.7645
-277.6	2.1882	2.1786	2.7637
-277.5	2.188	2.1789	2.763
-277.4	2.1879	2.1792	2.7623
-277.3	2.1877	2.1795	2.7616
-277.2	2.1875	2.1799	2.761
-277.1	2.1875	2.1803	2.7603
-277	2.1873	2.1806	2.7596
-276.9	2.1873	2.181	2.7589
-276.8	2.1871	2.1813	2.7582
-276.7	2.1872	2.1817	2.7577
-276.6	2.187	2.1821	2.7571
-276.5	2.187	2.1824	2.7565
-276.4	2.1868	2.1828	2.756
-276.3	2.1867	2.1832	2.7555
-276.2	2.1865	2.1835	2.7551
-276.1	2.1864	2.1839	2.7547
-276	2.1862	2.1843	2.7543
-275.9	2.1861	2.1847	2.754
-275.8	2.1859	2.1851	2.7537
-275.7	2.1858	2.1855	2.7534
-275.6	2.1856	2.1858	2.7531
-275.5	2.1854	2.1863	2.7529
-275.4	2.1853	2.1866	2.7526
-275.3	2.1853	2.187	2.7523
-275.2	2.1852	2.1874	2.7521
-275.1	2.1851	2.1878	2.7518
-275	2.185	2.1881	2.7516
-274.9	2.1849	2.1885	2.7513
-274.8	2.1849	2.1888	2.751
-274.7	2.1848	2.1891	2.7507
-274.6	2.1847	2.1894	2.7504
-274.5	2.1847	2.1897	2.7501
-274.4	2.1847	2.19	2.7499
-274.3	2.1847	2.1903	2.7495
-274.2	2.1847	2.1906	2.7492
-274.1	2.1846	2.1909	2.7489
-274	2.1848	2.1912	2.7486
-273.9	2.1848	2.1914	2.7482
-273.8	2.1849	2.1917	2.7479
-273.7	2.185	2.192	2.7475
-273.6	2.1851	2.1923	2.7472
-273.5	2.1852	2.1926	2.7469
-273.4	2.1853	2.1928	2.7466
-273.3	2.1855	2.1931	2.7464
-273.2	2.1857	2.1933	2.7461
-273.1	2.1859	2.1935	2.7459
-273	2.186	2.1937	2.7458
-272.9	2.1862	2.1939	2.7457
-272.8	2.1865	2.1941	2.7457
-272.7	2.1867	2.1943	2.7458
-272.6	2.1867	2.1945	2.7458
-272.5	2.1869	2.1947	2.746
-272.4	2.1871	2.1949	2.7462
-272.3	2.1872	2.1951	2.7465
-272.2	2.1874	2.1953	2.7468
-272.1	2.1875	2.1955	2.7472
-272	2.1876	2.1957	2.7476
-271.9	2.1878	2.1958	2.748
-271.8	2.188	2.196	2.7485
-271.7	2.1882	2.1962	2.749
-271.6	2.1883	2.1964	2.7495
-271.5	2.1886	2.1965	2.75
-271.4	2.1888	2.1967	2.7506
-271.3	2.1891	2.1968	2.7511
-271.2	2.1893	2.1969	2.7517
-271.1	2.1896	2.197	2.7522
-271	2.1899	2.1971	2.7528
-270.9	2.1901	2.1972	2.7533
-270.8	2.1904	2.1973	2.7538
-270.7	2.1905	2.1974	2.7542
-270.6	2.1907	2.1975	2.7547
-270.5	2.191	2.1977	2.7551
-270.4	2.1912	2.1978	2.7555
-270.3	2.1915	2.1979	2.7559
-270.2	2.1918	2.198	2.7562
-270.1	2.1922	2.1981	2.7565
-270	2.1925	2.1982	2.7568
-269.9	2.1928	2.1983	2.757
-269.8	2.1931	2.1985	2.7574
-269.7	2.1934	2.1986	2.7576
-269.6	2.1937	2.1987	2.758
-269.5	2.1941	2.1988	2.7583
-269.4	2.1944	2.1989	2.7586
-269.3	2.1948	2.199	2.7589
-269.2	2.195	2.1991	2.7593
-269.1	2.1952	2.1992	2.7597
-269	2.1955	2.1993	2.76
-268.9	2.1959	2.1995	2.7605
-268.8	2.1962	2.1996	2.7609
-268.7	2.1965	2.1998	2.7613
-268.6	2.1968	2.1999	2.7618
-268.5	2.1971	2.2001	2.7623
-268.4	2.1973	2.2002	2.7629
-268.3	2.1975	2.2004	2.7634
-268.2	2.1977	2.2005	2.764
-268.1	2.1979	2.2007	2.7647
-268	2.1982	2.2008	2.7654
-267.9	2.1986	2.201	2.7661
-267.8	2.199	2.2011	2.7668
-267.7	2.1992	2.2013	2.7675
-267.6	2.1995	2.2014	2.7683
-267.5	2.1999	2.2015	2.769
-267.4	2.2002	2.2017	2.7698
-267.3	2.2006	2.2018	2.7705
-267.2	2.201	2.202	2.7713
-267.1	2.2013	2.2021	2.772
-267	2.2016	2.2023	2.7728
-266.9	2.202	2.2024	2.7736
-266.8	2.2024	2.2026	2.7743
-266.7	2.2028	2.2028	2.7751
-266.6	2.2032	2.203	2.7759
-266.5	2.2038	2.2032	2.7766
-266.4	2.2041	2.2034	2.7773
-266.3	2.2045	2.2036	2.778
-266.2	2.2049	2.2038	2.7787
-266.1	2.2053	2.204	2.7794
-266	2.2057	2.2043	2.7801
-265.9	2.206	2.2045	2.7808
-265.8	2.2064	2.2048	2.7815
-265.7	2.2068	2.205	2.7821
-265.6	2.2071	2.2052	2.7827
-265.5	2.2074	2.2055	2.7833
-265.4	2.2077	2.2058	2.7838
-265.3	2.2081	2.206	2.7844
-265.2	2.2084	2.2063	2.7849
-265.1	2.2087	2.2066	2.7854
-265	2.209	2.2069	2.7859
-264.9	2.2094	2.2072	2.7863
-264.8	2.2096	2.2075	2.7867
-264.7	2.2098	2.2078	2.7871
-264.6	2.21	2.2081	2.7875
-264.5	2.2103	2.2084	2.7879
-264.4	2.2105	2.2088	2.7883
-264.3	2.2108	2.2091	2.7886
-264.2	2.2109	2.2094	2.789
-264.1	2.2113	2.2097	2.7893
-264	2.2115	2.21	2.7896
-263.9	2.2118	2.2103	2.7899
-263.8	2.2121	2.2106	2.7902
-263.7	2.2123	2.211	2.7905
-263.6	2.2125	2.2113	2.7908
-263.5	2.2127	2.2116	2.7912
-263.4	2.213	2.2119	2.7915
-263.3	2.2132	2.2123	2.7917
-263.2	2.2134	2.2126	2.792
-263.1	2.2136	2.2129	2.7923
-263	2.2138	2.2133	2.7926
-262.9	2.2141	2.2136	2.7929
-262.8	2.2144	2.214	2.7932
-262.7	2.2146	2.2143	2.7935
-262.6	2.2148	2.2146	2.7938
-262.5	2.2151	2.215	2.7941
-262.4	2.2153	2.2154	2.7944
-262.3	2.2157	2.2157	2.7947
-262.2	2.2161	2.2161	2.7951
-262.1	2.2164	2.2164	2.7954
-262	2.2168	2.2168	2.7957
-261.9	2.2171	2.2172	2.796
-261.8	2.2176	2.2175	2.7963
-261.7	2.218	2.2178	2.7966
-261.6	2.2185	2.2182	2.7969
-261.5	2.2188	2.2185	2.7972
-261.4	2.2192	2.2189	2.7975
-261.3	2.2196	2.2192	2.7978
-261.2	2.2199	2.2195	2.7981
-261.1	2.2204	2.2198	2.7983
-261	2.2208	2.2202	2.7986
-260.9	2.2213	2.2205	2.7989
-260.8	2.2217	2.2208	2.7991
-260.7	2.2221	2.2211	2.7993
-260.6	2.2226	2.2215	2.7996
-260.5	2.2231	2.2218	2.7998
-260.4	2.2235	2.2221	2.8
-260.3	2.2239	2.2224	2.8001
-260.2	2.2242	2.2227	2.8003
-260.1	2.2247	2.223	2.8004
-260	2.225	2.2233	2.8005
-259.9	2.2254	2.2235	2.8006
-259.8	2.2257	2.2238	2.8006
-259.7	2.226	2.224	2.8005
-259.6	2.2264	2.2243	2.8005
-259.5	2.2267	2.2245	2.8004
-259.4	2.227	2.2247	2.8002
-259.3	2.2273	2.225	2.8001
-259.2	2.2275	2.2252	2.7999
-259.1	2.2278	2.2254	2.7997
-259	2.2281	2.2257	2.7994
-258.9	2.2284	2.2259	2.7992
-258.8	2.2287	2.2262	2.7989
-258.7	2.2291	2.2264	2.7987
-258.6	2.2295	2.2266	2.7984
-258.5	2.2299	2.2269	2.7981
-258.4	2.2302	2.2271	2.7977
-258.3	2.2307	2.2272	2.7974
-258.2	2.231	2.2274	2.7971
-258.1	2.2313	2.2276	2.7967
-258	2.2316	2.2277	2.7964
-257.9	2.2319	2.2278	2.7961
-257.8	2.2322	2.228	2.7958
-257.7	2.2326	2.2281	2.7954
-257.6	2.2328	2.2282	2.7951
-257.5	2.2331	2.2283	2.7948
-257.4	2.2336	2.2284	2.7945
-257.3	2.2339	2.2285	2.7941
-257.2	2.2342	2.2286	2.7938
-257.1	2.2347	2.2287	2.7934
-257	2.2349	2.2288	2.793
-256.9	2.2353	2.2289	2.7926
-256.8	2.2356	2.229	2.7922
-256.7	2.2359	2.229	2.7917
-256.6	2.2362	2.229	2.7913
-256.5	2.2365	2.229	2.7908
-256.4	2.2367	2.2291	2.7902
-256.3	2.237	2.2291	2.7896
-256.2	2.2373	2.229	2.789
-256.1	2.2376	2.229	2.7884
-256	2.2378	2.229	2.7877
-255.9	2.2382	2.2289	2.7869
-255.8	2.2385	2.2289	2.7861
-255.7	2.2387	2.2289	2.7853
-255.6	2.239	2.2288	2.7845
-255.5	2.2391	2.2288	2.7837
-255.4	2.2394	2.2287	2.7828
-255.3	2.2396	2.2286	2.782
-255.2	2.2398	2.2285	2.7811
-255.1	2.24	2.2285	2.7803
-255	2.2403	2.2284	2.7794
-254.9	2.2406	2.2283	2.7786
-254.8	2.2408	2.2282	2.7777
-254.7	2.241	2.228	2.777
-254.6	2.2411	2.2279	2.7762
-254.5	2.2413	2.2278	2.7755
-254.4	2.2414	2.2277	2.7748
-254.3	2.2416	2.2276	2.7742
-254.2	2.2418	2.2275	2.7736
-254.1	2.242	2.2274	2.7731
-254	2.2423	2.2273	2.7726
-253.9	2.2426	2.2272	2.7721
-253.8	2.2428	2.2271	2.7717
-253.7	2.243	2.227	2.7713
-253.6	2.2431	2.2269	2.771
-253.5	2.2434	2.2268	2.7706
-253.4	2.2436	2.2267	2.7703
-253.3	2.2438	2.2266	2.77
-253.2	2.2441	2.2265	2.7696
-253.1	2.2443	2.2263	2.7693
-253	2.2445	2.2262	2.7689
-252.9	2.2448	2.2261	2.7686
-252.8	2.2451	2.226	2.7683
-252.7	2.2454	2.226	2.7679
-252.6	2.2457	2.2259	2.7675
-252.5	2.2459	2.2258	2.7671
-252.4	2.2461	2.2257	2.7666
-252.3	2.2464	2.2256	2.7662
-252.2	2.2467	2.2255	2.7657
-252.1	2.247	2.2254	2.7652
-252	2.2472	2.2253	2.7647
-251.9	2.2474	2.2252	2.7641
-251.8	2.2477	2.2251	2.7635
-251.7	2.2479	2.2249	2.7629
-251.6	2.2481	2.2248	2.7624
-251.5	2.2484	2.2246	2.7618
-251.4	2.2486	2.2245	2.7612
-251.3	2.2489	2.2244	2.7606
-251.2	2.2491	2.2242	2.76
-251.1	2.2494	2.2241	2.7594
-251	2.2495	2.224	2.7588
-250.9	2.2498	2.2239	2.7583
-250.8	2.2499	2.2238	2.7577
-250.7	2.25	2.2237	2.7571
-250.6	2.2502	2.2236	2.7566
-250.5	2.2505	2.2235	2.7561
-250.4	2.2507	2.2234	2.7556
-250.3	2.251	2.2233	2.7551
-250.2	2.2512	2.2232	2.7546
-250.1	2.2515	2.2231	2.7542
-250	2.2517	2.223	2.7537
-249.9	2.252	2.2229	2.7533
-249.8	2.2523	2.2228	2.7529
-249.7	2.2525	2.2227	2.7524
-249.6	2.2528	2.2226	2.7519
-249.5	2.2532	2.2226	2.7515
-249.4	2.2534	2.2226	2.751
-249.3	2.2537	2.2225	2.7506
-249.2	2.2539	2.2225	2.7501
-249.1	2.2542	2.2225	2.7496
-249	2.2544	2.2225	2.7491
-248.9	2.2547	2.2224	2.7487
-248.8	2.2549	2.2224	2.7482
-248.7	2.2552	2.2224	2.7477
-248.6	2.2553	2.2223	2.7473
-248.5	2.2555	2.2223	2.7468
-248.4	2.2557	2.2222	2.7464
-248.3	2.2557	2.2222	2.746
-248.2	2.2558	2.2221	2.7456
-248.1	2.2559	2.2221	2.7452
-248	2.256	2.2221	2.7449
-247.9	2.2562	2.222	2.7446
-247.8	2.2562	2.222	2.7443
-247.7	2.2564	2.222	2.744
-247.6	2.2564	2.222	2.7438
-247.5	2.2565	2.222	2.7436
-247.4	2.2566	2.222	2.7434
-247.3	2.2566	2.222	2.7432
-247.2	2.2566	2.2219	2.743
-247.1	2.2565	2.2219	2.7429
-247	2.2564	2.2219	2.7428
-246.9	2.2564	2.2218	2.7427
-246.8	2.2563	2.2218	2.7426
-246.7	2.2563	2.2218	2.7426
-246.6	2.2563	2.2217	2.7426
-246.5	2.2564	2.2217	2.7426
-246.4	2.2563	2.2217	2.7426
-246.3	2.2564	2.2217	2.7427
-246.2	2.2563	2.2217	2.7428
-246.1	2.2563	2.2217	2.7429
-246	2.2563	2.2217	2.743
-245.9	2.2563	2.2218	2.7431
-245.8	2.2563	2.2218	2.7432
-245.7	2.2562	2.2218	2.7433
-245.6	2.2562	2.2218	2.7434
-245.5	2.2561	2.2218	2.7436
-245.4	2.2561	2.2218	2.7437
-245.3	2.2561	2.2217	2.7439
-245.2	2.2561	2.2217	2.7441
-245.1	2.2561	2.2216	2.7443
-245	2.2561	2.2216	2.7445
-244.9	2.2561	2.2215	2.7447
-244.8	2.256	2.2215	2.745
-244.7	2.2559	2.2215	2.7452
-244.6	2.2559	2.2215	2.7455
-244.5	2.2559	2.2215	2.7458
-244.4	2.2558	2.2215	2.7461
-244.3	2.2559	2.2216	2.7465
-244.2	2.2559	2.2216	2.7468
-244.1	2.2559	2.2216	2.7472
-244	2.256	2.2216	2.7475
-243.9	2.2561	2.2216	2.748
-243.8	2.2561	2.2215	2.7483
-243.7	2.2561	2.2214	2.7488
-243.6	2.256	2.2214	2.7492
-243.5	2.256	2.2213	2.7497
-243.4	2.256	2.2212	2.7502
-243.3	2.2558	2.2211	2.7507
-243.2	2.2557	2.221	2.7513
-243.1	2.2557	2.221	2.7518
-243	2.2556	2.2209	2.7524
-242.9	2.2555	2.2208	2.7529
-242.8	2.2554	2.2208	2.7535
-242.7	2.2554	2.2207	2.7541
-242.6	2.2552	2.2207	2.7547
-242.5	2.2552	2.2206	2.7553
-242.4	2.2551	2.2206	2.7559
-242.3	2.255	2.2205	2.7564
-242.2	2.255	2.2203	2.7569
-242.1	2.255	2.2202	2.7575
-242	2.2549	2.2201	2.758
-241.9	2.2548	2.2199	2.7584
-241.8	2.2547	2.2198	2.7589
-241.7	2.2547	2.2196	2.7593
-241.6	2.2546	2.2194	2.7597
-241.5	2.2545	2.2193	2.76
-241.4	2.2545	2.2191	2.7603
-241.3	2.2545	2.219	2.7607
-241.2	2.2545	2.2189	2.7609
-241.1	2.2544	2.2187	2.7612
-241	2.2543	2.2186	2.7613
-240.9	2.2543	2.2185	2.7615
-240.8	2.2542	2.2183	2.7617
-240.7	2.2542	2.2182	2.7618
-240.6	2.2543	2.218	2.762
-240.5	2.2543	2.2178	2.7621
-240.4	2.2543	2.2176	2.7623
-240.3	2.2543	2.2174	2.7625
-240.2	2.2542	2.2172	2.7627
-240.1	2.2543	2.217	2.7629
-240	2.2543	2.2168	2.7631
-239.9	2.2542	2.2166	2.7634
-239.8	2.2541	2.2163	2.7637
-239.7	2.254	2.2162	2.7641
-239.6	2.2539	2.216	2.7645
-239.5	2.2539	2.2158	2.7649
-239.4	2.2537	2.2156	2.7655
-239.3	2.2536	2.2154	2.766
-239.2	2.2535	2.2152	2.7666
-239.1	2.2535	2.215	2.7672
-239	2.2533	2.2148	2.7678
-238.9	2.2532	2.2146	2.7685
-238.8	2.2531	2.2144	2.7692
-238.7	2.253	2.2141	2.7699
-238.6	2.2529	2.2139	2.7706
-238.5	2.2528	2.2137	2.7713
-238.4	2.2529	2.2135	2.7719
-238.3	2.2529	2.2132	2.7726
-238.2	2.2528	2.213	2.7733
-238.1	2.2527	2.2128	2.7739
-238	2.2526	2.2127	2.7746
-237.9	2.2525	2.2125	2.7751
-237.8	2.2524	2.2123	2.7757
-237.7	2.2524	2.2121	2.7762
-237.6	2.2524	2.212	2.7767
-237.5	2.2523	2.2118	2.7772
-237.4	2.2524	2.2116	2.7776
-237.3	2.2524	2.2114	2.778
-237.2	2.2523	2.2111	2.7783
-237.1	2.2522	2.2109	2.7787
-237	2.2522	2.2107	2.779
-236.9	2.2521	2.2105	2.7793
-236.8	2.252	2.2103	2.7796
-236.7	2.2521	2.2101	2.7799
-236.6	2.252	2.2099	2.7802
-236.5	2.252	2.2097	2.7805
-236.4	2.2519	2.2095	2.7808
-236.3	2.2518	2.2094	2.7811
-236.2	2.2517	2.2092	2.7815
-236.1	2.2516	2.2091	2.7818
-236	2.2515	2.2089	2.7821
-235.9	2.2513	2.2087	2.7825
-235.8	2.2512	2.2085	2.7828
-235.7	2.2511	2.2084	2.7832
-235.6	2.2509	2.2082	2.7835
-235.5	2.2508	2.208	2.7839
-235.4	2.2506	2.2078	2.7843
-235.3	2.2504	2.2076	2.7846
-235.2	2.2502	2.2074	2.7849
-235.1	2.25	2.2073	2.7852
-235	2.2498	2.2071	2.7855
-234.9	2.2497	2.207	2.7857
-234.8	2.2496	2.2068	2.7859
-234.7	2.2494	2.2067	2.7861
-234.6	2.2492	2.2066	2.7863
-234.5	2.2491	2.2065	2.7865
-234.4	2.249	2.2063	2.7866
-234.3	2.2488	2.2062	2.7867
-234.2	2.2485	2.2061	2.7868
-234.1	2.2485	2.206	2.7868
-234	2.2483	2.2059	2.7868
-233.9	2.2481	2.2058	2.7868
-233.8	2.248	2.2057	2.7867
-233.7	2.2478	2.2056	2.7867
-233.6	2.2476	2.2055	2.7866
-233.5	2.2475	2.2054	2.7865
-233.4	2.2474	2.2054	2.7864
-233.3	2.2471	2.2053	2.7863
-233.2	2.247	2.2053	2.7862
-233.1	2.2468	2.2052	2.7861
-233	2.2466	2.2052	2.786
-232.9	2.2464	2.2052	2.7859
-232.8	2.2463	2.2052	2.7858
-232.7	2.2461	2.2052	2.7857
-232.6	2.2459	2.2052	2.7856
-232.5	2.2457	2.2051	2.7855
-232.4	2.2455	2.2051	2.7854
-232.3	2.2453	2.2051	2.7853
-232.2	2.2451	2.2051	2.7852
-232.1	2.2448	2.2051	2.785
-232	2.2446	2.2052	2.7849
-231.9	2.2444	2.2052	2.7847
-231.8	2.2442	2.2052	2.7846
-231.7	2.2439	2.2053	2.7845
-231.6	2.2436	2.2054	2.7843
-231.5	2.2434	2.2055	2.7841
-231.4	2.2431	2.2056	2.7839
-231.3	2.2427	2.2057	2.7836
-231.2	2.2424	2.2059	2.7834
-231.1	2.2421	2.206	2.7831
-231	2.2419	2.2061	2.7828
-230.9	2.2416	2.2062	2.7825
-230.8	2.2412	2.2063	2.7821
-230.7	2.241	2.2064	2.7818
-230.6	2.2407	2.2065	2.7814
-230.5	2.2404	2.2066	2.781
-230.4	2.2402	2.2067	2.7807
-230.3	2.24	2.2068	2.7803
-230.2	2.2397	2.207	2.7799
-230.1	2.2393	2.2071	2.7795
-230	2.239	2.2072	2.7791
-229.9	2.2387	2.2074	2.7787
-229.8	2.2385	2.2075	2.7783
-229.7	2.2382	2.2077	2.7779
-229.6	2.238	2.2078	2.7776
-229.5	2.2378	2.208	2.7772
-229.4	2.2376	2.2081	2.7768
-229.3	2.2374	2.2082	2.7765
-229.2	2.2372	2.2084	2.7761
-229.1	2.2371	2.2085	2.7758
-229	2.2368	2.2086	2.7754
-228.9	2.2368	2.2087	2.7751
-228.8	2.2367	2.2088	2.7747
-228.7	2.2366	2.2089	2.7744
-228.6	2.2365	2.209	2.774
-228.5	2.2364	2.2091	2.7737
-228.4	2.2364	2.2092	2.7733
-228.3	2.2362	2.2093	2.773
-228.2	2.2362	2.2094	2.7726
-228.1	2.2362	2.2095	2.7722
-228	2.2363	2.2097	2.7719
-227.9	2.2361	2.2098	2.7715
-227.8	2.236	2.2099	2.7711
-227.7	2.2359	2.21	2.7707
-227.6	2.2358	2.2101	2.7702
-227.5	2.2357	2.2102	2.7697
-227.4	2.2355	2.2103	2.7693
-227.3	2.2354	2.2104	2.7688
-227.2	2.2353	2.2105	2.7682
-227.1	2.2353	2.2105	2.7677
-227	2.2351	2.2106	2.7671
-226.9	2.235	2.2107	2.7665
-226.8	2.2348	2.2108	2.7659
-226.7	2.2347	2.2108	2.7653
-226.6	2.2345	2.2109	2.7646
-226.5	2.2344	2.211	2.764
-226.4	2.2342	2.2111	2.7633
-226.3	2.234	2.2112	2.7626
-226.2	2.2338	2.2112	2.762
-226.1	2.2337	2.2113	2.7613
-226	2.2335	2.2113	2.7606
-225.9	2.2332	2.2114	2.76
-225.8	2.2329	2.2114	2.7593
-225.7	2.2326	2.2114	2.7587
-225.6	2.2324	2.2114	2.7581
-225.5	2.2322	2.2114	2.7576
-225.4	2.232	2.2114	2.757
-225.3	2.2318	2.2115	2.7566
-225.2	2.2315	2.2115	2.7561
-225.1	2.2314	2.2115	2.7556
-225	2.2314	2.2115	2.7552
-224.9	2.2314	2.2115	2.7548
-224.8	2.2313	2.2116	2.7545
-224.7	2.2313	2.2116	2.7542
-224.6	2.2311	2.2116	2.7539
-224.5	2.231	2.2116	2.7536
-224.4	2.2309	2.2116	2.7534
-224.3	2.2308	2.2116	2.7532
-224.2	2.2307	2.2116	2.753
-224.1	2.2307	2.2116	2.7528
-224	2.2306	2.2116	2.7526
-223.9	2.2304	2.2116	2.7525
-223.8	2.2302	2.2116	2.7523
-223.7	2.2302	2.2116	2.7521
-223.6	2.2301	2.2115	2.7518
-223.5	2.23	2.2115	2.7516
-223.4	2.2299	2.2115	2.7513
-223.3	2.23	2.2115	2.751
-223.2	2.2299	2.2115	2.7507
-223.1	2.2298	2.2114	2.7504
-223	2.2296	2.2114	2.75
-222.9	2.2296	2.2114	2.7496
-222.8	2.2295	2.2113	2.7493
-222.7	2.2294	2.2113	2.7488
-222.6	2.2293	2.2112	2.7484
-222.5	2.2292	2.2111	2.748
-222.4	2.2291	2.2111	2.7475
-222.3	2.229	2.211	2.7471
-222.2	2.2288	2.2109	2.7467
-222.1	2.2286	2.2108	2.7462
-222	2.2285	2.2107	2.7458
-221.9	2.2283	2.2106	2.7454
-221.8	2.2282	2.2105	2.7451
-221.7	2.228	2.2104	2.7448
-221.6	2.2279	2.2103	2.7445
-221.5	2.2278	2.2102	2.7442
-221.4	2.2277	2.2101	2.744
-221.3	2.2276	2.21	2.7438
-221.2	2.2276	2.2099	2.7436
-221.1	2.2275	2.2098	2.7434
-221	2.2274	2.2097	2.7433
-220.9	2.2273	2.2096	2.7432
-220.8	2.2272	2.2095	2.7432
-220.7	2.2271	2.2093	2.7431
-220.6	2.2269	2.2092	2.7431
-220.5	2.2269	2.2091	2.7431
-220.4	2.2267	2.209	2.7432
-220.3	2.2267	2.2089	2.7432
-220.2	2.2266	2.2088	2.7432
-220.1	2.2265	2.2086	2.7432
-220	2.2265	2.2086	2.7432
-219.9	2.2265	2.2085	2.7432
-219.8	2.2264	2.2084	2.7432
-219.7	2.2264	2.2083	2.7432
-219.6	2.2264	2.2083	2.7432
-219.5	2.2263	2.2082	2.7431
-219.4	2.2262	2.2081	2.7431
-219.3	2.2262	2.2081	2.7431
-219.2	2.226	2.208	2.743
-219.1	2.2259	2.208	2.743
-219	2.2258	2.208	2.743
-218.9	2.2258	2.2079	2.743
-218.8	2.2257	2.2079	2.743
-218.7	2.2256	2.2079	2.743
-218.6	2.2256	2.208	2.7431
-218.5	2.2256	2.208	2.7431
-218.4	2.2256	2.208	2.7432
-218.3	2.2255	2.2081	2.7433
-218.2	2.2255	2.2081	2.7434
-218.1	2.2254	2.2082	2.7436
-218	2.2254	2.2083	2.7438
-217.9	2.2254	2.2084	2.744
