 	 1kHz	 0.5kHz 	 0.25kHz 	 roh
[KWnZOT]	[bar]	[bar]	[bar]	[bar]
196.4	1.3301	1.3304	1.3308	1.3297
196.5	1.3318	1.3318	1.3321	1.3318
196.6	1.3334	1.3331	1.3333	1.334
196.7	1.335	1.3345	1.3346	1.3363
196.8	1.3364	1.3358	1.3359	1.3383
196.9	1.3377	1.3372	1.3372	1.3401
197	1.3389	1.3386	1.3385	1.3413
197.1	1.3399	1.3399	1.3399	1.3409
197.2	1.341	1.3413	1.3412	1.3404
197.3	1.3422	1.3427	1.3425	1.3401
197.4	1.3435	1.3441	1.3438	1.3404
197.5	1.3449	1.3454	1.3452	1.3415
197.6	1.3466	1.3468	1.3465	1.3437
197.7	1.3485	1.3483	1.3479	1.3468
197.8	1.3504	1.3496	1.3492	1.3503
197.9	1.3524	1.351	1.3506	1.3539
198	1.3542	1.3524	1.3519	1.3572
198.1	1.3558	1.3537	1.3533	1.3587
198.2	1.3571	1.355	1.3547	1.3595
198.3	1.3582	1.3563	1.3561	1.3598
198.4	1.3591	1.3575	1.3574	1.3599
198.5	1.3597	1.3588	1.3588	1.3599
198.6	1.3603	1.36	1.3602	1.3601
198.7	1.3608	1.3612	1.3616	1.3605
198.8	1.3613	1.3625	1.363	1.3611
198.9	1.3619	1.3637	1.3645	1.3619
199	1.3627	1.3651	1.3659	1.3628
199.1	1.3637	1.3664	1.3673	1.3628
199.2	1.3649	1.3679	1.3688	1.3632
199.3	1.3665	1.3694	1.3702	1.364
199.4	1.3684	1.3709	1.3717	1.3657
199.5	1.3706	1.3726	1.3732	1.3681
199.6	1.373	1.3742	1.3747	1.3712
199.7	1.3756	1.3759	1.3762	1.3749
199.8	1.3783	1.3776	1.3777	1.3789
199.9	1.3809	1.3793	1.3792	1.3829
200	1.3833	1.381	1.3807	1.3864
200.1	1.3854	1.3826	1.3823	1.3883
200.2	1.3872	1.3843	1.3838	1.3895
200.3	1.3887	1.3858	1.3853	1.3903
200.4	1.3898	1.3873	1.3868	1.3908
200.5	1.3908	1.3888	1.3884	1.3911
200.6	1.3916	1.3903	1.3899	1.3913
200.7	1.3923	1.3917	1.3915	1.3917
200.8	1.393	1.3931	1.393	1.3923
200.9	1.3938	1.3945	1.3946	1.3932
201	1.3946	1.396	1.3961	1.3943
201.1	1.3957	1.3974	1.3977	1.3947
201.2	1.3969	1.3989	1.3992	1.3955
201.3	1.3984	1.4004	1.4008	1.3967
201.4	1.4	1.402	1.4024	1.3984
201.5	1.4019	1.4036	1.404	1.4007
201.6	1.404	1.4052	1.4056	1.4032
201.7	1.4062	1.4069	1.4072	1.406
201.8	1.4084	1.4086	1.4088	1.409
201.9	1.4106	1.4102	1.4104	1.412
202	1.4127	1.4119	1.412	1.4148
202.1	1.4147	1.4136	1.4136	1.4164
202.2	1.4165	1.4153	1.4153	1.4177
202.3	1.4182	1.4169	1.4169	1.4188
202.4	1.4197	1.4186	1.4185	1.4198
202.5	1.4212	1.4202	1.4201	1.421
202.6	1.4226	1.4218	1.4218	1.422
202.7	1.4239	1.4234	1.4234	1.4232
202.8	1.4253	1.425	1.425	1.4247
202.9	1.4266	1.4267	1.4266	1.4264
203	1.428	1.4283	1.4283	1.4283
203.1	1.4294	1.4299	1.4299	1.4295
203.2	1.4308	1.4315	1.4315	1.4308
203.3	1.4323	1.4332	1.4332	1.4323
203.4	1.4339	1.4348	1.4348	1.4338
203.5	1.4355	1.4365	1.4364	1.4355
203.6	1.4372	1.4382	1.4381	1.4368
203.7	1.439	1.4399	1.4397	1.4382
203.8	1.4409	1.4416	1.4414	1.44
203.9	1.4428	1.4433	1.443	1.4421
204	1.4448	1.4451	1.4446	1.4445
204.1	1.4469	1.4468	1.4463	1.4466
204.2	1.4489	1.4485	1.4479	1.4489
204.3	1.4509	1.4502	1.4495	1.4513
204.4	1.4529	1.4519	1.4512	1.4537
204.5	1.4547	1.4536	1.4528	1.456
204.6	1.4564	1.4552	1.4544	1.4574
204.7	1.4579	1.4568	1.456	1.4586
204.8	1.4594	1.4584	1.4577	1.4597
204.9	1.4607	1.4599	1.4593	1.4609
205	1.462	1.4615	1.4609	1.4621
205.1	1.4633	1.463	1.4625	1.463
205.2	1.4645	1.4645	1.4641	1.464
205.3	1.4658	1.4659	1.4657	1.4652
205.4	1.4672	1.4674	1.4673	1.4667
205.5	1.4685	1.4689	1.4689	1.4684
205.6	1.47	1.4704	1.4705	1.4695
205.7	1.4715	1.4719	1.4722	1.4709
205.8	1.4731	1.4734	1.4738	1.4725
205.9	1.4747	1.4749	1.4754	1.4743
206	1.4763	1.4764	1.477	1.4764
206.1	1.478	1.4779	1.4786	1.4782
206.2	1.4796	1.4795	1.4802	1.4801
206.3	1.4811	1.481	1.4819	1.482
206.4	1.4826	1.4826	1.4835	1.4838
206.5	1.4841	1.4841	1.4851	1.4855
206.6	1.4854	1.4857	1.4867	1.4862
206.7	1.4868	1.4873	1.4884	1.4868
206.8	1.4882	1.489	1.49	1.4876
206.9	1.4896	1.4906	1.4917	1.4887
207	1.4912	1.4923	1.4933	1.4901
207.1	1.4928	1.494	1.495	1.4917
207.2	1.4946	1.4958	1.4966	1.4937
207.3	1.4966	1.4976	1.4983	1.496
207.4	1.4986	1.4994	1.4999	1.4986
207.5	1.5007	1.5012	1.5016	1.5013
207.6	1.5029	1.503	1.5032	1.503
207.7	1.5051	1.5048	1.5049	1.5047
207.8	1.5073	1.5066	1.5066	1.5067
207.9	1.5094	1.5084	1.5082	1.5088
208	1.5115	1.5102	1.5099	1.5113
208.1	1.5135	1.5119	1.5115	1.5139
208.2	1.5153	1.5137	1.5131	1.5165
208.3	1.5169	1.5153	1.5148	1.5189
208.4	1.5183	1.517	1.5164	1.5209
208.5	1.5196	1.5186	1.518	1.5224
208.6	1.5206	1.5202	1.5196	1.5221
208.7	1.5216	1.5217	1.5212	1.5214
208.8	1.5226	1.5233	1.5228	1.5209
208.9	1.5237	1.5248	1.5244	1.5209
209	1.525	1.5264	1.526	1.5217
209.1	1.5265	1.5279	1.5275	1.5236
209.2	1.5282	1.5295	1.5291	1.5263
209.3	1.5301	1.5311	1.5306	1.5296
209.4	1.5321	1.5326	1.5322	1.5331
209.5	1.5341	1.5342	1.5337	1.5364
209.6	1.5361	1.5358	1.5353	1.538
209.7	1.5379	1.5373	1.5368	1.5392
209.8	1.5397	1.5388	1.5383	1.5401
209.9	1.5413	1.5403	1.5398	1.5411
210	1.5428	1.5418	1.5413	1.5423
210.1	1.5442	1.5432	1.5427	1.5438
210.2	1.5455	1.5446	1.5442	1.5456
210.3	1.5467	1.546	1.5457	1.5474
210.4	1.5478	1.5474	1.5471	1.5492
210.5	1.5488	1.5488	1.5485	1.5507
210.6	1.5498	1.5501	1.55	1.5506
210.7	1.5508	1.5515	1.5514	1.5504
210.8	1.5518	1.5528	1.5528	1.5503
210.9	1.553	1.5542	1.5542	1.5508
211	1.5543	1.5555	1.5556	1.5519
211.1	1.5558	1.5569	1.557	1.5538
211.2	1.5574	1.5583	1.5584	1.5564
211.3	1.5592	1.5597	1.5597	1.5593
211.4	1.561	1.5611	1.5611	1.5623
211.5	1.5628	1.5624	1.5625	1.565
211.6	1.5645	1.5638	1.5638	1.5659
211.7	1.5661	1.5652	1.5652	1.5665
211.8	1.5676	1.5665	1.5665	1.5671
211.9	1.569	1.5678	1.5678	1.5679
212	1.5704	1.569	1.5691	1.5692
212.1	1.5716	1.5703	1.5704	1.5712
212.2	1.5727	1.5715	1.5717	1.5734
212.3	1.5737	1.5727	1.573	1.5757
212.4	1.5745	1.5739	1.5743	1.5775
212.5	1.5751	1.5751	1.5756	1.5787
212.6	1.5756	1.5763	1.5769	1.5776
212.7	1.5762	1.5774	1.5781	1.576
212.8	1.5768	1.5786	1.5794	1.5746
212.9	1.5776	1.5798	1.5807	1.5739
213	1.5787	1.5811	1.5819	1.5742
213.1	1.5802	1.5824	1.5832	1.5761
213.2	1.582	1.5837	1.5844	1.5792
213.3	1.5841	1.5851	1.5856	1.5831
213.4	1.5862	1.5865	1.5869	1.5874
213.5	1.5884	1.5878	1.5881	1.5914
213.6	1.5904	1.5892	1.5893	1.5934
213.7	1.5921	1.5905	1.5905	1.5948
213.8	1.5937	1.5918	1.5917	1.5956
213.9	1.5949	1.5931	1.5929	1.5961
214	1.596	1.5943	1.5941	1.5964
214.1	1.5968	1.5955	1.5952	1.5967
214.2	1.5976	1.5967	1.5964	1.5971
214.3	1.5982	1.5978	1.5975	1.5978
214.4	1.5988	1.5989	1.5987	1.5987
214.5	1.5994	1.6	1.5998	1.5997
214.6	1.6001	1.6011	1.6009	1.6
214.7	1.6008	1.6022	1.602	1.6004
214.8	1.6017	1.6033	1.6031	1.601
214.9	1.6027	1.6044	1.6041	1.6019
215	1.6039	1.6055	1.6052	1.603
215.1	1.6054	1.6066	1.6063	1.6037
215.2	1.6069	1.6077	1.6073	1.6049
215.3	1.6087	1.6088	1.6083	1.6066
215.4	1.6105	1.6099	1.6093	1.609
215.5	1.6123	1.6109	1.6103	1.6118
215.6	1.6141	1.612	1.6113	1.6147
215.7	1.6156	1.6129	1.6123	1.6176
215.8	1.6167	1.6138	1.6132	1.6202
215.9	1.6175	1.6147	1.6142	1.6219
216	1.6178	1.6155	1.6151	1.6227
216.1	1.6178	1.6162	1.616	1.6211
216.2	1.6175	1.6169	1.6169	1.6188
216.3	1.617	1.6176	1.6177	1.6163
216.4	1.6166	1.6183	1.6186	1.6141
216.5	1.6164	1.619	1.6194	1.6127
216.6	1.6165	1.6197	1.6203	1.6124
216.7	1.617	1.6205	1.6211	1.6133
216.8	1.6179	1.6214	1.6219	1.6152
216.9	1.6192	1.6223	1.6228	1.6179
217	1.6208	1.6232	1.6236	1.6209
217.1	1.6227	1.6241	1.6244	1.6227
217.2	1.6246	1.6251	1.6252	1.6245
217.3	1.6266	1.626	1.6259	1.6265
217.4	1.6285	1.627	1.6267	1.6286
217.5	1.6303	1.6279	1.6274	1.6309
217.6	1.6318	1.6287	1.6282	1.6333
217.7	1.6329	1.6295	1.6289	1.6355
217.8	1.6336	1.6302	1.6296	1.6372
217.9	1.6339	1.6308	1.6303	1.6381
218	1.6338	1.6314	1.6309	1.638
218.1	1.6333	1.6319	1.6316	1.6354
218.2	1.6327	1.6324	1.6322	1.6323
218.3	1.6321	1.6328	1.6329	1.6294
218.4	1.6317	1.6333	1.6335	1.6272
218.5	1.6315	1.6337	1.6341	1.6263
218.6	1.6317	1.6342	1.6347	1.6272
218.7	1.6323	1.6347	1.6353	1.6294
218.8	1.6332	1.6353	1.6358	1.6324
218.9	1.6343	1.6358	1.6364	1.6357
219	1.6354	1.6364	1.637	1.6387
219.1	1.6366	1.637	1.6375	1.6394
219.2	1.6376	1.6376	1.638	1.6394
219.3	1.6386	1.6382	1.6386	1.6392
219.4	1.6394	1.6387	1.6391	1.6389
219.5	1.6402	1.6393	1.6396	1.639
219.6	1.6408	1.6398	1.6401	1.6398
219.7	1.6414	1.6403	1.6405	1.6411
219.8	1.6419	1.6408	1.641	1.6426
219.9	1.6422	1.6413	1.6415	1.644
220	1.6424	1.6417	1.6419	1.645
220.1	1.6424	1.6421	1.6423	1.6441
220.2	1.6424	1.6425	1.6427	1.6429
220.3	1.6424	1.6429	1.6431	1.6416
220.4	1.6424	1.6433	1.6435	1.6406
220.5	1.6425	1.6437	1.6439	1.6402
220.6	1.6428	1.6441	1.6443	1.6404
220.7	1.6433	1.6445	1.6446	1.6414
220.8	1.644	1.6449	1.6449	1.6429
220.9	1.6448	1.6453	1.6453	1.6448
221	1.6456	1.6457	1.6456	1.6468
221.1	1.6464	1.6461	1.6459	1.6475
221.2	1.6471	1.6464	1.6461	1.648
221.3	1.6477	1.6468	1.6464	1.6483
221.4	1.6481	1.6471	1.6466	1.6487
221.5	1.6484	1.6473	1.6469	1.649
221.6	1.6486	1.6476	1.6471	1.6491
221.7	1.6486	1.6478	1.6472	1.6492
221.8	1.6485	1.6479	1.6474	1.6493
221.9	1.6483	1.648	1.6476	1.6493
222	1.648	1.6482	1.6477	1.6491
222.1	1.6477	1.6482	1.6478	1.6477
222.2	1.6474	1.6483	1.6479	1.6464
222.3	1.6473	1.6484	1.648	1.6454
222.4	1.6473	1.6484	1.648	1.645
222.5	1.6475	1.6485	1.6481	1.6452
222.6	1.6478	1.6485	1.6481	1.6459
222.7	1.6483	1.6486	1.6481	1.6471
222.8	1.6488	1.6486	1.6481	1.6487
222.9	1.6493	1.6486	1.6481	1.6505
223	1.6496	1.6486	1.648	1.652
223.1	1.6498	1.6485	1.648	1.6522
223.2	1.6498	1.6484	1.6479	1.6519
223.3	1.6495	1.6482	1.6478	1.6511
223.4	1.6491	1.648	1.6477	1.6502
223.5	1.6485	1.6478	1.6476	1.649
223.6	1.6478	1.6475	1.6474	1.6473
223.7	1.6471	1.6473	1.6472	1.6458
223.8	1.6464	1.647	1.6471	1.6447
223.9	1.6459	1.6467	1.6469	1.6442
224	1.6455	1.6464	1.6467	1.6441
224.1	1.6453	1.6461	1.6464	1.644
224.2	1.6452	1.6458	1.6462	1.6442
224.3	1.6451	1.6455	1.646	1.6448
224.4	1.6451	1.6453	1.6457	1.6456
224.5	1.645	1.645	1.6454	1.6464
224.6	1.6449	1.6447	1.6452	1.6463
224.7	1.6446	1.6444	1.6449	1.6459
224.8	1.6443	1.6441	1.6446	1.6454
224.9	1.6438	1.6438	1.6442	1.6448
225	1.6433	1.6436	1.6439	1.6441
225.1	1.6427	1.6433	1.6436	1.6428
225.2	1.6421	1.643	1.6432	1.6416
225.3	1.6416	1.6427	1.6429	1.6406
225.4	1.6412	1.6424	1.6425	1.64
225.5	1.6409	1.6421	1.6421	1.6398
225.6	1.6408	1.6418	1.6417	1.6392
225.7	1.6408	1.6416	1.6413	1.6391
225.8	1.641	1.6413	1.6409	1.6395
225.9	1.6413	1.641	1.6405	1.6403
226	1.6415	1.6407	1.64	1.6415
226.1	1.6418	1.6403	1.6396	1.6423
226.2	1.6418	1.64	1.6391	1.6431
226.3	1.6417	1.6395	1.6387	1.6437
226.4	1.6413	1.639	1.6382	1.6439
226.5	1.6406	1.6384	1.6377	1.6435
226.6	1.6397	1.6378	1.6371	1.6416
226.7	1.6385	1.6371	1.6366	1.6392
226.8	1.6372	1.6364	1.6361	1.6368
226.9	1.6358	1.6357	1.6355	1.6346
227	1.6345	1.6349	1.635	1.6328
227.1	1.6333	1.6341	1.6344	1.6313
227.2	1.6322	1.6334	1.6338	1.6304
227.3	1.6313	1.6326	1.6332	1.6301
227.4	1.6306	1.6319	1.6326	1.6301
227.5	1.63	1.6312	1.6321	1.6304
227.6	1.6294	1.6305	1.6315	1.6297
227.7	1.629	1.6298	1.6309	1.629
227.8	1.6286	1.6292	1.6303	1.6284
227.9	1.6282	1.6286	1.6297	1.6281
228	1.6278	1.628	1.629	1.628
228.1	1.6273	1.6274	1.6284	1.6279
228.2	1.6268	1.6268	1.6278	1.6278
228.3	1.6262	1.6263	1.6272	1.6277
228.4	1.6255	1.6257	1.6266	1.6274
228.5	1.6246	1.6252	1.6259	1.6267
228.6	1.6238	1.6247	1.6253	1.6245
228.7	1.623	1.6242	1.6247	1.6221
228.8	1.6224	1.6237	1.624	1.6202
228.9	1.6219	1.6232	1.6234	1.6188
229	1.6216	1.6227	1.6227	1.6184
229.1	1.6215	1.6223	1.6221	1.6189
229.2	1.6217	1.6218	1.6214	1.6202
229.3	1.6218	1.6214	1.6207	1.622
229.4	1.622	1.6209	1.62	1.6237
229.5	1.6221	1.6203	1.6194	1.6251
229.6	1.6219	1.6197	1.6186	1.6244
229.7	1.6215	1.6191	1.6179	1.6232
229.8	1.6209	1.6184	1.6172	1.6216
229.9	1.62	1.6176	1.6165	1.6199
230	1.6189	1.6168	1.6157	1.6184
230.1	1.6176	1.6159	1.6149	1.6173
230.2	1.6161	1.615	1.6142	1.6164
230.3	1.6146	1.614	1.6134	1.6156
230.4	1.6129	1.613	1.6126	1.6146
230.5	1.6112	1.612	1.6118	1.6133
230.6	1.6095	1.611	1.6109	1.6101
230.7	1.608	1.61	1.6101	1.6068
230.8	1.6066	1.6091	1.6093	1.6039
230.9	1.6056	1.6082	1.6085	1.6018
231	1.6048	1.6073	1.6076	1.6008
231.1	1.6045	1.6064	1.6068	1.6011
231.2	1.6043	1.6056	1.6059	1.6023
231.3	1.6043	1.6048	1.6051	1.6042
231.4	1.6044	1.604	1.6042	1.6063
231.5	1.6043	1.6032	1.6034	1.608
231.6	1.604	1.6024	1.6025	1.6078
231.7	1.6034	1.6016	1.6017	1.6067
231.8	1.6025	1.6008	1.6008	1.605
231.9	1.6013	1.5999	1.5999	1.6028
232	1.5999	1.599	1.599	1.6004
232.1	1.5985	1.5981	1.5981	1.5976
232.2	1.597	1.5972	1.5972	1.5952
232.3	1.5956	1.5963	1.5964	1.5933
232.4	1.5943	1.5955	1.5955	1.5921
232.5	1.5933	1.5946	1.5946	1.5915
232.6	1.5924	1.5937	1.5936	1.591
232.7	1.5918	1.5929	1.5927	1.5909
232.8	1.5912	1.5921	1.5918	1.5912
232.9	1.5908	1.5913	1.5909	1.5915
233	1.5903	1.5905	1.59	1.5918
233.1	1.5899	1.5896	1.5891	1.5908
233.2	1.5893	1.5888	1.5882	1.5897
233.3	1.5887	1.588	1.5873	1.5886
233.4	1.5881	1.5871	1.5864	1.5877
233.5	1.5873	1.5862	1.5854	1.587
233.6	1.5864	1.5853	1.5845	1.5866
233.7	1.5854	1.5844	1.5836	1.5863
233.8	1.5843	1.5834	1.5827	1.5859
233.9	1.583	1.5824	1.5817	1.5852
234	1.5816	1.5814	1.5808	1.584
234.1	1.5802	1.5804	1.5799	1.5809
234.2	1.5787	1.5794	1.579	1.5777
234.3	1.5775	1.5783	1.578	1.5748
234.4	1.5764	1.5773	1.5771	1.5727
234.5	1.5755	1.5763	1.5762	1.5716
234.6	1.5748	1.5753	1.5753	1.572
234.7	1.5743	1.5743	1.5744	1.5732
234.8	1.5739	1.5733	1.5735	1.5748
234.9	1.5734	1.5723	1.5727	1.5763
235	1.5728	1.5712	1.5718	1.5771
235.1	1.5719	1.5702	1.5709	1.5753
235.2	1.5708	1.5691	1.5701	1.5728
235.3	1.5695	1.5681	1.5692	1.5699
235.4	1.5681	1.567	1.5684	1.5671
235.5	1.5665	1.5659	1.5676	1.5647
235.6	1.565	1.5649	1.5668	1.5635
235.7	1.5634	1.5639	1.566	1.5629
235.8	1.562	1.5629	1.5652	1.5626
235.9	1.5605	1.562	1.5645	1.5623
236	1.5591	1.5612	1.5637	1.5617
236.1	1.5579	1.5604	1.563	1.5589
236.2	1.5568	1.5597	1.5623	1.5559
236.3	1.5561	1.559	1.5616	1.5533
236.4	1.5556	1.5585	1.5609	1.5515
236.5	1.5555	1.558	1.5603	1.551
236.6	1.5558	1.5576	1.5596	1.5523
236.7	1.5564	1.5573	1.559	1.5547
236.8	1.557	1.557	1.5584	1.5576
236.9	1.5576	1.5567	1.5577	1.5606
237	1.5581	1.5565	1.5571	1.5629
237.1	1.5583	1.5562	1.5565	1.5626
237.2	1.5581	1.5559	1.5559	1.5613
237.3	1.5576	1.5556	1.5553	1.5594
237.4	1.5569	1.5552	1.5547	1.5571
237.5	1.556	1.5549	1.5541	1.555
237.6	1.555	1.5545	1.5535	1.5534
237.7	1.554	1.554	1.5528	1.5523
237.8	1.5531	1.5536	1.5522	1.5518
237.9	1.5523	1.5531	1.5515	1.5516
238	1.5516	1.5526	1.5509	1.5516
238.1	1.5511	1.5521	1.5502	1.5505
238.2	1.5507	1.5516	1.5495	1.5496
238.3	1.5504	1.5511	1.5489	1.5489
238.4	1.5503	1.5505	1.5482	1.5487
238.5	1.5503	1.5499	1.5474	1.549
238.6	1.5502	1.5493	1.5467	1.5495
238.7	1.5502	1.5486	1.5459	1.5503
238.8	1.5499	1.5479	1.5452	1.5512
238.9	1.5495	1.547	1.5444	1.5518
239	1.5487	1.5462	1.5436	1.5519
239.1	1.5476	1.5452	1.5428	1.5504
239.2	1.5462	1.5442	1.5419	1.5482
239.3	1.5445	1.5431	1.541	1.5457
239.4	1.5426	1.542	1.5402	1.5429
239.5	1.5406	1.5408	1.5393	1.5402
239.6	1.5386	1.5396	1.5384	1.5373
239.7	1.5368	1.5385	1.5375	1.5349
239.8	1.5351	1.5373	1.5366	1.533
239.9	1.5337	1.5362	1.5357	1.5318
240	1.5326	1.5351	1.5347	1.5311
240.1	1.5317	1.534	1.5338	1.5303
240.2	1.5311	1.533	1.5329	1.5299
240.3	1.5307	1.532	1.532	1.5299
240.4	1.5304	1.5311	1.531	1.5303
240.5	1.5302	1.5301	1.5301	1.5308
240.6	1.53	1.5292	1.5292	1.5307
240.7	1.5296	1.5282	1.5283	1.5305
240.8	1.5291	1.5273	1.5273	1.5302
240.9	1.5284	1.5263	1.5264	1.5298
241	1.5274	1.5253	1.5255	1.5292
241.1	1.5262	1.5243	1.5246	1.5279
241.2	1.5248	1.5233	1.5237	1.5264
241.3	1.5232	1.5222	1.5229	1.5246
241.4	1.5214	1.5212	1.522	1.5226
241.5	1.5196	1.5202	1.5211	1.5204
241.6	1.5179	1.5192	1.5203	1.5172
241.7	1.5163	1.5182	1.5195	1.5143
241.8	1.515	1.5173	1.5187	1.512
241.9	1.514	1.5164	1.5179	1.5106
242	1.5134	1.5156	1.5171	1.5101
242.1	1.5132	1.5149	1.5164	1.5104
242.2	1.5132	1.5142	1.5157	1.5116
242.3	1.5134	1.5135	1.515	1.5133
242.4	1.5137	1.5129	1.5143	1.5151
242.5	1.5138	1.5123	1.5136	1.5167
242.6	1.5138	1.5117	1.513	1.5168
242.7	1.5135	1.5111	1.5124	1.5162
242.8	1.5129	1.5105	1.5118	1.5151
242.9	1.512	1.5099	1.5112	1.5137
243	1.5109	1.5092	1.5107	1.512
243.1	1.5095	1.5086	1.5102	1.51
243.2	1.5081	1.508	1.5097	1.508
243.3	1.5067	1.5075	1.5092	1.5062
243.4	1.5053	1.5069	1.5087	1.5047
243.5	1.5042	1.5065	1.5083	1.5035
243.6	1.5032	1.5061	1.5079	1.5018
243.7	1.5026	1.5057	1.5075	1.5006
243.8	1.5024	1.5055	1.5071	1.5
243.9	1.5025	1.5053	1.5068	1.5002
244	1.503	1.5052	1.5065	1.501
244.1	1.5037	1.5051	1.5062	1.502
244.2	1.5047	1.5051	1.5059	1.5035
244.3	1.5057	1.5051	1.5056	1.5054
244.4	1.5068	1.5051	1.5054	1.5075
244.5	1.5077	1.5051	1.5051	1.5096
244.6	1.5083	1.505	1.5049	1.5108
244.7	1.5085	1.505	1.5047	1.5115
244.8	1.5084	1.5048	1.5044	1.5116
244.9	1.5078	1.5046	1.5042	1.5111
245	1.5068	1.5044	1.504	1.5098
245.1	1.5056	1.5041	1.5038	1.5072
245.2	1.5041	1.5038	1.5035	1.5043
245.3	1.5026	1.5035	1.5033	1.5014
245.4	1.5013	1.5033	1.5031	1.499
245.5	1.5002	1.503	1.5029	1.4972
245.6	1.4995	1.5028	1.5027	1.4959
245.7	1.4992	1.5026	1.5024	1.4956
245.8	1.4993	1.5025	1.5022	1.4962
245.9	1.4998	1.5024	1.502	1.4978
246	1.5006	1.5024	1.5018	1.4999
246.1	1.5016	1.5024	1.5015	1.5017
246.2	1.5026	1.5024	1.5013	1.5036
246.3	1.5035	1.5023	1.5011	1.5054
246.4	1.5042	1.5023	1.5008	1.5068
246.5	1.5046	1.5022	1.5005	1.5078
246.6	1.5046	1.502	1.5002	1.5076
246.7	1.5042	1.5018	1.4999	1.5068
246.8	1.5035	1.5015	1.4996	1.5054
246.9	1.5026	1.5012	1.4993	1.5037
247	1.5015	1.5008	1.4989	1.5018
247.1	1.5003	1.5004	1.4985	1.4991
247.2	1.4992	1.5	1.4981	1.4968
247.3	1.4983	1.4995	1.4977	1.4951
247.4	1.4976	1.4991	1.4973	1.4942
247.5	1.4973	1.4986	1.4969	1.4942
247.6	1.4971	1.4981	1.4964	1.4948
247.7	1.4972	1.4976	1.496	1.496
247.8	1.4973	1.4971	1.4955	1.4976
247.9	1.4974	1.4966	1.495	1.4992
248	1.4973	1.496	1.4945	1.5005
248.1	1.497	1.4954	1.494	1.5003
248.2	1.4964	1.4948	1.4935	1.4994
248.3	1.4955	1.4941	1.493	1.4978
248.4	1.4943	1.4934	1.4924	1.4958
248.5	1.493	1.4926	1.4919	1.4936
248.6	1.4917	1.4919	1.4913	1.4908
248.7	1.4904	1.4911	1.4908	1.4882
248.8	1.4893	1.4903	1.4902	1.4863
248.9	1.4883	1.4896	1.4896	1.4852
249	1.4877	1.4888	1.4891	1.485
249.1	1.4872	1.4881	1.4885	1.4853
249.2	1.4869	1.4875	1.4879	1.4861
249.3	1.4867	1.4868	1.4874	1.4873
249.4	1.4865	1.4861	1.4868	1.4884
249.5	1.4862	1.4855	1.4863	1.4892
249.6	1.4858	1.4848	1.4858	1.4885
249.7	1.4851	1.4842	1.4852	1.4872
249.8	1.4843	1.4835	1.4847	1.4855
249.9	1.4834	1.4829	1.4842	1.4837
250	1.4824	1.4822	1.4837	1.482
250.1	1.4815	1.4816	1.4832	1.4801
250.2	1.4806	1.4811	1.4828	1.4787
250.3	1.4798	1.4806	1.4823	1.4779
250.4	1.4792	1.4801	1.4819	1.4777
250.5	1.4787	1.4797	1.4815	1.478
250.6	1.4783	1.4793	1.4811	1.4782
250.7	1.4779	1.4789	1.4807	1.4786
250.8	1.4777	1.4787	1.4803	1.479
250.9	1.4774	1.4784	1.48	1.4793
251	1.4771	1.4782	1.4797	1.4792
251.1	1.4769	1.478	1.4793	1.4778
251.2	1.4767	1.4779	1.479	1.4762
251.3	1.4767	1.4778	1.4788	1.475
251.4	1.4768	1.4778	1.4785	1.4743
251.5	1.4771	1.4778	1.4783	1.4743
251.6	1.4776	1.4777	1.478	1.4752
251.7	1.4782	1.4778	1.4778	1.4767
251.8	1.4789	1.4778	1.4776	1.4787
251.9	1.4795	1.4777	1.4774	1.4809
252	1.48	1.4777	1.4772	1.4827
252.1	1.4803	1.4776	1.477	1.4829
252.2	1.4803	1.4775	1.4768	1.4825
252.3	1.48	1.4773	1.4767	1.4817
252.4	1.4794	1.477	1.4765	1.4805
252.5	1.4786	1.4768	1.4763	1.4792
252.6	1.4777	1.4765	1.4762	1.4776
252.7	1.4766	1.4761	1.476	1.4762
252.8	1.4755	1.4758	1.4759	1.475
252.9	1.4745	1.4755	1.4758	1.474
253	1.4736	1.4752	1.4756	1.4733
253.1	1.4729	1.4749	1.4755	1.472
253.2	1.4724	1.4747	1.4754	1.471
253.3	1.4721	1.4746	1.4753	1.4704
253.4	1.472	1.4745	1.4752	1.4704
253.5	1.4722	1.4744	1.4752	1.471
253.6	1.4727	1.4744	1.4751	1.4717
253.7	1.4732	1.4745	1.475	1.4727
253.8	1.4739	1.4746	1.475	1.4741
253.9	1.4746	1.4747	1.4749	1.4755
254	1.4752	1.4748	1.4749	1.4769
254.1	1.4757	1.4749	1.4748	1.4773
254.2	1.4761	1.4751	1.4748	1.4774
254.3	1.4763	1.4752	1.4747	1.4774
254.4	1.4764	1.4753	1.4747	1.4772
254.5	1.4763	1.4754	1.4746	1.4769
254.6	1.4761	1.4754	1.4746	1.4761
254.7	1.4759	1.4755	1.4745	1.4754
254.8	1.4756	1.4755	1.4744	1.4749
254.9	1.4754	1.4756	1.4744	1.4747
255	1.4753	1.4756	1.4743	1.4747
255.1	1.4752	1.4755	1.4742	1.4743
255.2	1.4753	1.4755	1.4741	1.4742
255.3	1.4754	1.4755	1.474	1.4744
255.4	1.4756	1.4754	1.474	1.475
255.5	1.4758	1.4753	1.4739	1.4757
255.6	1.476	1.4752	1.4738	1.476
255.7	1.4762	1.475	1.4736	1.4764
255.8	1.4762	1.4748	1.4735	1.4768
