Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	p_mitWandwärmeverlust [Pa]	p_Reale Ladung [Pa]	p_Verbrennungslage [Pa]	p_HC_CO [Pa]	p_realer Brennverlauf [Pa]
-35.099999999999994	 0.01089481753155792	 9.418253542262448E-5	 389624.41246422695	 385309.29151388677	 385309.29151388677	 385309.29151388677	 396802.0853597737	 
-34.99999999999997	 0.010903204612028712	 9.390013736887098E-5	 391158.1942821872	 386787.43342778354	 386787.43342778354	 386787.43342778354	 398380.0358493514	 
-34.89999999999998	 0.010911591692499504	 9.361836822037475E-5	 392653.9209046831	 388272.3256472576	 388272.3256472576	 388272.3256472576	 399920.4641938028	 
-34.79999999999998	 0.010919978772970294	 9.333722931228536E-5	 394134.4325875179	 389763.99219183915	 389763.99219183915	 389763.99219183915	 401446.092225142	 
-34.69999999999999	 0.010928365853441086	 9.305672197703798E-5	 395644.47006422956	 391262.45699387306	 391262.45699387306	 391262.45699387306	 403001.4268875738	 
-34.599999999999994	 0.010936752933911878	 9.277684754434447E-5	 397161.3096244844	 392767.7438945578	 392767.7438945578	 392767.7438945578	 404563.87007244985	 
-34.49999999999997	 0.01094514001438267	 9.249760734118462E-5	 398684.97420562763	 394279.8766399133	 394279.8766399133	 394279.8766399133	 406133.44677357987	 
-34.39999999999998	 0.01095352709485346	 9.221900269179704E-5	 400215.48663470615	 395798.8788766827	 395798.8788766827	 395798.8788766827	 407710.18188498716	 
-34.29999999999998	 0.010961914175324251	 9.194103491766931E-5	 401752.86962419277	 397324.7741481627	 397324.7741481627	 397324.7741481627	 409294.10019660107	 
-34.19999999999999	 0.010970301255795043	 9.16637053375297E-5	 403253.0137180502	 398857.58588996506	 398857.58588996506	 398857.58588996506	 410841.33650069527	 
-34.099999999999994	 0.010978688336265833	 9.138701526733816E-5	 404760.81006014807	 400397.33742570376	 400397.33742570376	 400397.33742570376	 412396.52990162646	 
-34.0	 0.010987075416736625	 9.111096602027716E-5	 406320.72326340905	 401944.0519626127	 401944.0519626127	 401944.0519626127	 414003.9076610315	 
-33.89999999999998	 0.010995462497207417	 9.083555890674226E-5	 407912.4240254091	 403497.7525870903	 403497.7525870903	 403497.7525870903	 415643.2684603527	 
-33.79999999999998	 0.011003849577678209	 9.056079523433409E-5	 409536.16535808455	 405058.46226016764	 405058.46226016764	 405058.46226016764	 417314.8708114446	 
-33.69999999999999	 0.011012236658148999	 9.028667630784893E-5	 411167.2360952431	 406626.2038129051	 406626.2038129051	 406626.2038129051	 418994.13337393734	 
-33.599999999999994	 0.01102062373861979	 9.001320342926937E-5	 412805.6599164232	 408200.9999417119	 408200.9999417119	 408200.9999417119	 420681.082087498	 
-33.49999999999997	 0.011029010819090582	 8.974037789775597E-5	 414486.6185431338	 409782.8732035909	 409782.8732035909	 409782.8732035909	 422410.7222857682	 
-33.400000000000006	 0.011037397899561372	 8.946820100963903E-5	 416210.45978088205	 411371.8460113037	 411371.8460113037	 411371.8460113037	 424183.40914407454	 
-33.29999999999998	 0.011045784980032164	 8.919667405840807E-5	 417942.16436421423	 412967.94062846043	 412967.94062846043	 412967.94062846043	 425964.3073265956	 
-33.19999999999999	 0.011054172060502956	 8.892579833470437E-5	 419645.6671967243	 414571.1791645311	 414571.1791645311	 414571.1791645311	 427717.53782544896	 
-33.099999999999966	 0.011062559140973748	 8.865557512631212E-5	 421340.6018684454	 416181.5835697747	 416181.5835697747	 416181.5835697747	 429462.62986729905	 
-33.0	 0.011070946221444538	 8.838600571814913E-5	 423063.15050166246	 417799.17563009093	 417799.17563009093	 417799.17563009093	 431235.5842751555	 
-32.89999999999998	 0.01107933330191533	 8.811709139225788E-5	 424793.4596390618	 419423.9769617895	 419423.9769617895	 419423.9769617895	 433016.6531829858	 
-32.79999999999998	 0.011087720382386122	 8.784883342779802E-5	 426458.9988669331	 421056.009006279	 421056.009006279	 421056.009006279	 434733.6826886817	 
-32.69999999999999	 0.011096107462856912	 8.758123310103674E-5	 428088.6040222544	 422695.2930246704	 422695.2930246704	 422695.2930246704	 436415.35108566086	 
-32.599999999999994	 0.011104494543327703	 8.731429168533967E-5	 429754.46160508477	 424341.8500922995	 424341.8500922995	 424341.8500922995	 438133.4635057805	 
-32.49999999999997	 0.011112881623798495	 8.704801045116329E-5	 431427.62033284537	 425995.7010931657	 425995.7010931657	 425995.7010931657	 439859.23061571224	 
-32.39999999999998	 0.011121268704269287	 8.678239066604602E-5	 433108.10005659674	 427656.86671428237	 427656.86671428237	 427656.86671428237	 441592.67455727374	 
-32.29999999999998	 0.011129655784740077	 8.651743359459926E-5	 434736.07313290023	 429325.36743994476	 429325.36743994476	 429325.36743994476	 443274.3039829761	 
-32.19999999999999	 0.011138042865210869	 8.625314049849888E-5	 436334.58581400145	 431001.2235459097	 431001.2235459097	 431001.2235459097	 444927.03104198	 
-32.099999999999966	 0.01114642994568166	 8.59895126364771E-5	 437963.25643414917	 432684.4550934895	 432684.4550934895	 432684.4550934895	 446610.13560805854	 
-32.0	 0.011154817026152451	 8.572655126431353E-5	 439598.85510880087	 434375.08192355454	 434375.08192355454	 434375.08192355454	 448300.52528327325	 
-31.899999999999977	 0.011163204106623243	 8.54642576348271E-5	 441241.3979239925	 436073.12365044997	 436073.12365044997	 436073.12365044997	 449998.21832797705	 
-31.799999999999983	 0.011171591187094035	 8.520263299786684E-5	 442849.604010586	 437778.5996558228	 437778.5996558228	 437778.5996558228	 451662.1741160378	 
-31.69999999999999	 0.011179978267564826	 8.494167860030447E-5	 444463.49084683973	 439491.52908235515	 439491.52908235515	 439491.52908235515	 453332.1738169475	 
-31.599999999999994	 0.011188365348035616	 8.468139568602476E-5	 446124.6178885195	 441211.93082741025	 441211.93082741025	 441211.93082741025	 455049.5427858261	 
-31.49999999999997	 0.011196752428506408	 8.442178549591852E-5	 447792.736502126	 442939.82353658404	 442939.82353658404	 442939.82353658404	 456774.2709841862	 
-31.399999999999977	 0.0112051395089772	 8.416284926787285E-5	 449496.58275577746	 444675.2255971662	 444675.2255971662	 444675.2255971662	 458534.93001184746	 
-31.299999999999983	 0.01121352658944799	 8.390458823676395E-5	 451236.4436322847	 446418.15513150475	 446418.15513150475	 446418.15513150475	 460331.8129101713	 
-31.19999999999999	 0.011221913669918782	 8.364700363444773E-5	 453001.72714440274	 448168.6299902789	 448168.6299902789	 448168.6299902789	 462154.4038311831	 
-31.099999999999994	 0.011230300750389574	 8.339009668975256E-5	 454792.6620749401	 449926.6677456778	 449926.6677456778	 449926.6677456778	 464002.9373901595	 
-30.99999999999997	 0.011238687830860366	 8.313386862847E-5	 456610.945589219	 451692.28568448016	 451692.28568448016	 451692.28568448016	 465879.10638405854	 
-30.899999999999977	 0.011247074911331156	 8.287832067334746E-5	 458456.7802266645	 453465.5008010413	 453465.5008010413	 453465.5008010413	 467783.1188835839	 
-30.799999999999983	 0.011255461991801947	 8.262345404407936E-5	 460329.42181009625	 455246.3297901813	 455246.3297901813	 455246.3297901813	 469714.23920673673	 
-30.69999999999999	 0.01126384907227274	 8.23692699572989E-5	 462229.0649127693	 457034.78903997754	 457034.78903997754	 457034.78903997754	 471672.6675614888	 
-30.599999999999994	 0.01127223615274353	 8.211576962657025E-5	 464136.93538644986	 458830.8946244555	 458830.8946244555	 458830.8946244555	 473639.7325613952	 
-30.5	 0.011280623233214321	 8.186295426238009E-5	 466053.0511471868	 460634.66229618376	 460634.66229618376	 460634.66229618376	 475615.454811476	 
-30.399999999999977	 0.011289010313685113	 8.161082507212961E-5	 467977.42977071786	 462446.10747877014	 462446.10747877014	 462446.10747877014	 477599.8545871881	 
-30.299999999999983	 0.011297397394155905	 8.135938326012653E-5	 469910.08848442417	 464265.2452592534	 464265.2452592534	 464265.2452592534	 479592.9518262466	 
-30.19999999999999	 0.011305784474626695	 8.110863002757705E-5	 471851.04415918095	 466092.0903803991	 466092.0903803991	 466092.0903803991	 481594.76612033707	 
-30.099999999999994	 0.011314171555097487	 8.085856657257662E-5	 473800.3133010978	 467926.6572328908	 467926.6572328908	 467926.6572328908	 483605.31670671224	 
-29.99999999999997	 0.011322558635568278	 8.06091940901043E-5	 475757.9120431519	 469768.9598474225	 469768.9598474225	 469768.9598474225	 485624.62245967647	 
-29.900000000000006	 0.011330945716039069	 8.036051377201236E-5	 477723.8561367081	 471619.01188668463	 471619.01188668463	 471619.01188668463	 487652.7018819512	 
-29.799999999999983	 0.01133933279650986	 8.01125268070195E-5	 479698.1609429317	 473476.82663725025	 473476.82663725025	 473476.82663725025	 489689.57309592847	 
-29.69999999999999	 0.011347719876980652	 7.986523438070279E-5	 481620.45831149135	 475342.41700135823	 475342.41700135823	 475342.41700135823	 491675.1866237876	 
-29.599999999999966	 0.011356106957451444	 7.961863767548972E-5	 483506.4031753734	 477215.7954885888	 477215.7954885888	 477215.7954885888	 493625.10464609496	 
-29.5	 0.011364494037922234	 7.937273787064997E-5	 485416.3438753711	 479096.9742074384	 479096.9742074384	 479096.9742074384	 495599.3591935574	 
-29.399999999999977	 0.011372881118393026	 7.912753614228794E-5	 487334.13070233486	 480985.96485678776	 480985.96485678776	 480985.96485678776	 497581.88992111734	 
-29.299999999999983	 0.011381268198863818	 7.888303366333405E-5	 489259.7739228906	 482882.77871726645	 482882.77871726645	 482882.77871726645	 499572.7096475399	 
-29.19999999999999	 0.011389655279334608	 7.863923160353862E-5	 491193.28335899505	 484787.42664250836	 484787.42664250836	 484787.42664250836	 501571.8307518463	 
-29.099999999999994	 0.0113980423598054	 7.839613112946226E-5	 493134.66837891634	 486699.91905030434	 486699.91905030434	 486699.91905030434	 503579.2651640499	 
-28.99999999999997	 0.011406429440276191	 7.815373340446853E-5	 495034.4372189491	 488620.26591364824	 488620.26591364824	 488620.26591364824	 505545.800601487	 
-28.899999999999977	 0.011414816520746983	 7.791203958871743E-5	 496921.988372051	 490548.47675167304	 490548.47675167304	 490548.47675167304	 507500.66586103797	 
-28.799999999999983	 0.011423203601217773	 7.767105083915574E-5	 498867.9306574816	 492484.56062048336	 492484.56062048336	 492484.56062048336	 509514.0667796733	 
-28.69999999999999	 0.011431590681688565	 7.743076830951103E-5	 500843.3919525964	 494428.52610387874	 494428.52610387874	 494428.52610387874	 511557.3177511916	 
-28.599999999999966	 0.011439977762159357	 7.719119315028234E-5	 502826.78599240695	 496380.3813039711	 496380.3813039711	 496380.3813039711	 513608.95222233486	 
-28.5	 0.011448364842630147	 7.695232650873417E-5	 504843.1005518826	 498340.133831691	 498340.133831691	 498340.133831691	 515693.8293903537	 
-28.399999999999977	 0.011456751923100939	 7.671416952888762E-5	 506892.5800207509	 500307.7907971889	 500307.7907971889	 500307.7907971889	 517812.2007259635	 
-28.299999999999983	 0.01146513900357173	 7.647672335151353E-5	 508950.33327294624	 502283.35880012857	 502283.35880012857	 502283.35880012857	 519939.3114181595	 
-28.19999999999999	 0.011473526084042522	 7.623998911412437E-5	 511016.3669036966	 504266.84391986864	 504266.84391986864	 504266.84391986864	 522075.17081011867	 
-28.099999999999994	 0.011481913164513313	 7.600396795096684E-5	 513090.6869569249	 506258.25170553935	 506258.25170553935	 506258.25170553935	 524219.7876979011	 
-27.99999999999997	 0.011490300244984104	 7.576866099301438E-5	 515173.2989147993	 508257.58716600883	 508257.58716600883	 508257.58716600883	 526373.1703197026	 
-27.899999999999977	 0.011498687325454896	 7.55340693679599E-5	 517279.0703576343	 510264.85475974326	 510264.85475974326	 510264.85475974326	 528550.1110854265	 
-27.799999999999983	 0.011507074405925686	 7.53001942002079E-5	 519408.14684363967	 512280.05838455434	 512280.05838455434	 512280.05838455434	 530750.7611576363	 
-27.69999999999999	 0.011515461486396478	 7.506703661086732E-5	 521545.71954268694	 514303.201367242	 514303.201367242	 514303.201367242	 532960.3939926265	 
-27.599999999999994	 0.01152384856686727	 7.483459771774373E-5	 523691.79253247165	 516334.2864531291	 516334.2864531291	 516334.2864531291	 535179.0165322307	 
-27.49999999999997	 0.011532235647338062	 7.460287863533238E-5	 525796.5314086599	 518373.31579548377	 518373.31579548377	 518373.31579548377	 537357.0579977002	 
-27.399999999999977	 0.011540622727808852	 7.437188047481057E-5	 527859.4630710642	 520420.29094483843	 520420.29094483843	 520420.29094483843	 539494.0386059342	 
-27.299999999999983	 0.011549009808279644	 7.414160434403012E-5	 529949.6914777898	 522475.21283819806	 522475.21283819806	 522475.21283819806	 541658.6973625723	 
-27.19999999999999	 0.011557396888750435	 7.391205134751036E-5	 532067.4013385044	 524538.0817881436	 524538.0817881436	 524538.0817881436	 543851.225227016	 
-27.099999999999994	 0.011565783969221225	 7.368322258643114E-5	 534193.2237941001	 526608.8974718241	 526608.8974718241	 526608.8974718241	 546052.3596833867	 
-27.0	 0.011574171049692017	 7.345511915862423E-5	 536250.8483253699	 528687.6589198455	 528687.6589198455	 528687.6589198455	 548186.2145453293	 
-26.899999999999977	 0.011582558130162809	 7.322774215856782E-5	 538277.8679575303	 530774.3645050533	 530774.3645050533	 530774.3645050533	 550290.1687456293	 
-26.799999999999983	 0.011590945210633601	 7.30010926773778E-5	 540349.7901214792	 532869.0119312052	 532869.0119312052	 532869.0119312052	 552439.2906415826	 
-26.69999999999999	 0.011599332291104391	 7.277517180280174E-5	 542429.3105311178	 534971.5982215422	 534971.5982215422	 534971.5982215422	 554596.5037573766	 
-26.599999999999994	 0.011607719371575183	 7.254998061921074E-5	 544516.4223424084	 537082.119707253	 537082.119707253	 537082.119707253	 556761.803670136	 
-26.49999999999997	 0.011616106452045975	 7.2325520207593E-5	 546611.1179901095	 539200.5720158358	 539200.5720158358	 539200.5720158358	 558935.1852292268	 
-26.400000000000006	 0.011624493532516765	 7.210179164554601E-5	 548713.3891761748	 541326.9500593528	 541326.9500593528	 541326.9500593528	 561116.6425441761	 
-26.299999999999983	 0.011632880612987557	 7.187879600727007E-5	 550823.2268580599	 543461.248022585	 543461.248022585	 543461.248022585	 563306.1689724908	 
-26.19999999999999	 0.011641267693458348	 7.165653436356096E-5	 552940.6212369337	 545603.4593510852	 545603.4593510852	 545603.4593510852	 565503.7571073723	 
-26.099999999999966	 0.01164965477392914	 7.143500778180318E-5	 555065.5617457927	 547753.5767391264	 547753.5767391264	 547753.5767391264	 567709.398765323	 
-26.0	 0.01165804185439993	 7.12142173259621E-5	 557198.0370374857	 549911.5921175523	 549911.5921175523	 549911.5921175523	 569923.0849736552	 
-25.899999999999977	 0.011666428934870722	 7.099416405657802E-5	 559358.477792269	 552077.4966415279	 552077.4966415279	 552077.4966415279	 572165.128867581	 
-25.799999999999983	 0.011674816015341514	 7.07748490307586E-5	 561547.3393330645	 554251.2806781925	 554251.2806781925	 554251.2806781925	 574435.997865422	 
-25.69999999999999	 0.011683203095812304	 7.055627330217185E-5	 563771.572442476	 556432.9337942124	 556432.9337942124	 556432.9337942124	 576742.6168421893	 
-25.599999999999994	 0.011691590176283096	 7.033843792103947E-5	 566031.4276854295	 558622.4447432401	 558622.4447432401	 558622.4447432401	 579085.244590002	 
-25.49999999999997	 0.011699977256753888	 7.012134393412984E-5	 568299.3749498568	 560819.8014532794	 560819.8014532794	 560819.8014532794	 581436.5013000167	 
-25.399999999999977	 0.01170836433722468	 6.99049923847514E-5	 570575.4006742076	 563024.9910139524	 563024.9910139524	 563024.9910139524	 583796.3760468308	 
-25.299999999999983	 0.01171675141769547	 6.968938431274527E-5	 572859.4904159105	 565237.9996636789	 565237.9996636789	 565237.9996636789	 586164.8570155782	 
-25.19999999999999	 0.011725138498166261	 6.947452075447912E-5	 575169.1625511021	 567458.8127767622	 567458.8127767622	 567458.8127767622	 588559.3737406246	 
-25.099999999999966	 0.011733525578637053	 6.926040274283965E-5	 577504.5674555732	 569687.4148503877	 569687.4148503877	 569687.4148503877	 590980.0830423859	 
-25.0	 0.011741912659107843	 6.904703130722656E-5	 579848.2131471537	 571923.7894915304	 571923.7894915304	 571923.7894915304	 593409.5899308551	 
-24.899999999999977	 0.011750299739578635	 6.883440747354508E-5	 582200.0824854195	 574167.9194037789	 574167.9194037789	 574167.9194037789	 595847.8808905162	 
-24.799999999999983	 0.011758686820049427	 6.862253226419982E-5	 584560.1573756963	 576419.7863740762	 576419.7863740762	 576419.7863740762	 598294.9400594897	 
-24.69999999999999	 0.011767073900520219	 6.841140669808823E-5	 586885.2245736801	 578679.3712593733	 578679.3712593733	 578679.3712593733	 600707.7799719848	 
-24.599999999999994	 0.011775460980991009	 6.820103179059277E-5	 589191.3512211778	 580946.6539732069	 580946.6539732069	 580946.6539732069	 603102.3748933845	 
-24.49999999999997	 0.0117838480614618	 6.799140855357597E-5	 591521.7226691552	 583221.6134721956	 583221.6134721956	 583221.6134721956	 605521.6872610024	 
-24.399999999999977	 0.011792235141932592	 6.77825379953726E-5	 593859.8720170679	 585504.2277424625	 585504.2277424625	 585504.2277424625	 607949.3394838901	 
-24.299999999999983	 0.011800622222403382	 6.757442112078366E-5	 596205.7747910119	 587794.4737859787	 587794.4737859787	 587794.4737859787	 610385.3091322079	 
-24.19999999999999	 0.011809009302874174	 6.736705893106922E-5	 598504.1505772687	 590092.3276068385	 590092.3276068385	 590092.3276068385	 612774.609529407	 
-24.099999999999994	 0.011817396383344966	 6.716045242394263E-5	 600783.1379180882	 592397.7641974653	 592397.7641974653	 592397.7641974653	 615145.2278236737	 
-23.99999999999997	 0.011825783463815758	 6.695460259356402E-5	 603097.0988247459	 594710.7575247454	 594710.7575247454	 594710.7575247454	 617551.2145018794	 
-23.899999999999977	 0.011834170544286548	 6.674951043053238E-5	 605418.3533298628	 597031.2805161027	 597031.2805161027	 597031.2805161027	 619965.0574427432	 
-23.799999999999983	 0.01184255762475734	 6.654517692188156E-5	 607746.8703257517	 599359.3050455063	 599359.3050455063	 599359.3050455063	 622386.7273640662	 
-23.69999999999999	 0.011850944705228132	 6.63416030510716E-5	 610082.6176175185	 601694.8019194242	 601694.8019194242	 601694.8019194242	 624816.1938683941	 
-23.599999999999994	 0.011859331785698922	 6.613878979798383E-5	 612425.5619090997	 604037.7408627128	 604037.7408627128	 604037.7408627128	 627253.425428297	 
-23.5	 0.011867718866169713	 6.59367381389136E-5	 614715.7169402053	 606388.0905044591	 606388.0905044591	 606388.0905044591	 629638.7921405706	 
-23.399999999999977	 0.011876105946640505	 6.573544904656406E-5	 617001.8575534151	 608745.8183637706	 608745.8183637706	 608745.8183637706	 632020.7664897068	 
-23.299999999999983	 0.011884493027111297	 6.553492349004064E-5	 619344.1377348556	 611110.8908355144	 611110.8908355144	 611110.8908355144	 634459.1516101559	 
-23.19999999999999	 0.011892880107582087	 6.533516243484381E-5	 621701.8127334968	 613483.273176016	 613483.273176016	 613483.273176016	 636913.4523680437	 
-23.099999999999994	 0.011901267188052879	 6.513616684286286E-5	 624074.9229658076	 615862.9294887143	 615862.9294887143	 615862.9294887143	 639383.7124126953	 
-22.99999999999997	 0.01190965426852367	 6.493793767237077E-5	 626454.9751276803	 618249.8227097818	 618249.8227097818	 618249.8227097818	 641861.4914194965	 
-22.900000000000006	 0.01191804134899446	 6.474047587801646E-5	 628841.9277277464	 620643.9145937063	 620643.9145937063	 620643.9145937063	 644346.7494329702	 
-22.799999999999983	 0.011926428429465253	 6.454378241081965E-5	 631243.3052753841	 623045.1656988456	 623045.1656988456	 623045.1656988456	 646846.9711593993	 
-22.69999999999999	 0.011934815509936044	 6.434785821816441E-5	 633659.191130077	 625453.5353729572	 625453.5353729572	 625453.5353729572	 649362.2442618164	 
-22.599999999999966	 0.011943202590406836	 6.415270424379286E-5	 636081.94259486	 627868.9817386987	 627868.9817386987	 627868.9817386987	 651884.9683720988	 
-22.5	 0.011951589670877626	 6.395832142779958E-5	 638538.6170388855	 630291.4616791155	 630291.4616791155	 630291.4616791155	 654442.0609549324	 
-22.399999999999977	 0.011959976751348418	 6.376471070662477E-5	 641029.4221264176	 632720.9308231118	 632720.9308231118	 632720.9308231118	 657033.736700959	 
-22.299999999999983	 0.01196836383181921	 6.35718730130486E-5	 643527.2954155223	 635157.3435309116	 635157.3435309116	 635157.3435309116	 659633.0789944911	 
-22.19999999999999	 0.01197675091229	 6.33798092761856E-5	 646032.1880941163	 637600.6528795114	 637600.6528795114	 637600.6528795114	 662240.0403682095	 
-22.099999999999994	 0.011985137992760792	 6.318852042147782E-5	 648544.0508584423	 640050.8106481336	 640050.8106481336	 640050.8106481336	 664854.5719797448	 
-21.99999999999997	 0.011993525073231584	 6.299800737068952E-5	 651062.8325251094	 642507.7673036846	 642507.7673036846	 642507.7673036846	 667476.6235959848	 
-21.899999999999977	 0.012001912153702375	 6.280827104190086E-5	 653588.4798872267	 644971.4719862145	 644971.4719862145	 644971.4719862145	 670106.1435773796	 
-21.799999999999983	 0.012010299234173166	 6.261931234950208E-5	 656120.9383546218	 647441.8724943955	 647441.8724943955	 647441.8724943955	 672743.078862263	 
-21.69999999999999	 0.012018686314643957	 6.243113220418777E-5	 658660.1519391354	 649918.9152710143	 649918.9152710143	 649918.9152710143	 675387.374951183	 
-21.599999999999966	 0.01202707339511475	 6.224373151295056E-5	 661144.4338548908	 652402.5453884903	 652402.5453884903	 652402.5453884903	 677977.6799210641	 
-21.5	 0.01203546047558554	 6.205711117907619E-5	 663621.0571064114	 654892.706534416	 654892.706534416	 654892.706534416	 680560.9985751505	 
-21.399999999999977	 0.012043847556056331	 6.187127210213644E-5	 666151.5557142614	 657389.3412972918	 657389.3412972918	 657389.3412972918	 683198.5284267771	 
-21.299999999999983	 0.012052234636527123	 6.168621517798442E-5	 668688.3939896973	 659892.3916462039	 659892.3916462039	 659892.3916462039	 685843.0043611263	 
-21.19999999999996	 0.012060621716997915	 6.150194129874806E-5	 671184.989389153	 662401.7968753943	 662401.7968753943	 662401.7968753943	 688448.103555367	 
-21.099999999999994	 0.012069008797468705	 6.131845135282492E-5	 673675.2726379329	 664917.4947254926	 664917.4947254926	 664917.4947254926	 691047.5607572396	 
-20.99999999999997	 0.012077395877939497	 6.113574622487625E-5	 676205.409195481	 667439.4214766866	 667439.4214766866	 667439.4214766866	 693687.2743308407	 
-20.899999999999977	 0.012085782958410288	 6.095382679582108E-5	 678741.4655068958	 669967.5119346051	 669967.5119346051	 669967.5119346051	 696333.5142608782	 
-20.799999999999983	 0.012094170038881078	 6.077269394283114E-5	 681283.3716068664	 672501.6994162657	 672501.6994162657	 672501.6994162657	 698986.2114948798	 
-20.69999999999999	 0.01210255711935187	 6.059234853932485E-5	 683831.0560109565	 675041.9157361059	 675041.9157361059	 675041.9157361059	 701645.29540953	 
-20.599999999999966	 0.012110944199822662	 6.041279145496144E-5	 686406.5688542937	 677588.091192097	 677588.091192097	 677588.091192097	 704332.6975136173	 
-20.49999999999997	 0.012119331280293454	 6.023402355563621E-5	 689010.039088333	 680140.1545519455	 680140.1545519455	 680140.1545519455	 707048.5521826056	 
-20.399999999999977	 0.012127718360764244	 6.005604570347398E-5	 691619.3386491647	 682698.0330393946	 682698.0330393946	 682698.0330393946	 709770.8542138591	 
-20.299999999999983	 0.012136105441235036	 5.987885875682451E-5	 694234.3904084604	 685261.6523206293	 685261.6523206293	 685261.6523206293	 712499.527263623	 
-20.19999999999999	 0.012144492521705828	 5.970246357025617E-5	 696855.1156320282	 687830.9364907936	 687830.9364907936	 687830.9364907936	 715234.4933264971	 
-20.099999999999994	 0.012152879602176618	 5.95268609945511E-5	 699481.4339664214	 690405.8080606216	 690405.8080606216	 690405.8080606216	 717975.6727209241	 
-19.99999999999997	 0.01216126668264741	 5.935205187669971E-5	 702113.263425687	 692986.1879431987	 692986.1879431987	 692986.1879431987	 720722.9840748076	 
-19.899999999999977	 0.012169653763118201	 5.9178037059894644E-5	 704750.5203782556	 695571.9954408552	 695571.9954408552	 695571.9954408552	 723476.3443112638	 
-19.799999999999983	 0.012178040843588993	 5.9004817383526105E-5	 707393.1195339761	 698163.1482321952	 698163.1482321952	 698163.1482321952	 726235.6686345091	 
-19.69999999999999	 0.012186427924059783	 5.883239368317635E-5	 710040.9739313126	 700759.5623592796	 700759.5623592796	 700759.5623592796	 729000.8705159029	 
-19.599999999999994	 0.012194815004530575	 5.866076679061424E-5	 712638.1277278427	 703361.1522149604	 703361.1522149604	 703361.1522149604	 731716.3088996703	 
-19.49999999999997	 0.012203202085001367	 5.8489937533789225E-5	 715220.1060018507	 705967.8305303827	 705967.8305303827	 705967.8305303827	 734417.2989291011	 
-19.399999999999977	 0.012211589165472157	 5.8319906736828106E-5	 717848.1057691843	 708579.5083626517	 708579.5083626517	 708579.5083626517	 737164.6788621619	 
-19.299999999999983	 0.012219976245942949	 5.815067522002745E-5	 720486.6000698952	 711196.0950826856	 711196.0950826856	 711196.0950826856	 739923.1387181388	 
-19.19999999999999	 0.01222836332641374	 5.7982243799849586E-5	 723129.7135647463	 713817.4983632553	 713817.4983632553	 713817.4983632553	 742686.835905114	 
-19.099999999999966	 0.012236750406884532	 5.7814613288917005E-5	 725777.3487904447	 716443.624167216	 716443.624167216	 716443.624167216	 745455.6729019878	 
-19.0	 0.012245137487355322	 5.764778449600822E-5	 728429.4065432481	 719074.3767359492	 719074.3767359492	 719074.3767359492	 748229.5503765997	 
-18.899999999999977	 0.012253524567826114	 5.7481758226050774E-5	 731017.2197266344	 721709.6585780145	 721709.6585780145	 721709.6585780145	 750940.2194301123	 
-18.799999999999983	 0.012261911648296906	 5.7316535280117565E-5	 733594.3097526111	 724349.3704580271	 724349.3704580271	 724349.3704580271	 753640.8558225587	 
-18.69999999999999	 0.012270298728767696	 5.715211645542139E-5	 736228.8570093513	 726993.4113857616	 726993.4113857616	 726993.4113857616	 756399.2098380708	 
-18.599999999999994	 0.012278685809238488	 5.698850254530939E-5	 738867.2341452216	 729641.6786054994	 729641.6786054994	 729641.6786054994	 759162.0048725728	 
-18.49999999999997	 0.01228707288970928	 5.68256943392592E-5	 741457.5452077237	 732294.0675856271	 732294.0675856271	 732294.0675856271	 761877.679120567	 
-18.399999999999977	 0.012295459970180072	 5.6663692622872246E-5	 744017.5790650685	 734950.4720084866	 734950.4720084866	 734950.4720084866	 764563.8924646026	 
-18.299999999999983	 0.012303847050650862	 5.650249817787039E-5	 746602.7284878301	 737610.7837605001	 737610.7837605001	 737610.7837605001	 767275.6723349798	 
-18.19999999999999	 0.012312234131121653	 5.6342111782090003E-5	 749194.6976489399	 740274.8929225681	 740274.8929225681	 740274.8929225681	 769994.8444466596	 
-18.099999999999966	 0.012320621211592445	 5.618253420947704E-5	 751789.5835560593	 742942.6877607577	 742942.6877607577	 742942.6877607577	 772717.5300768317	 
-18.0	 0.012329008292063235	 5.6023766230083135E-5	 754387.2687885591	 745614.0547172821	 745614.0547172821	 745614.0547172821	 775443.6106040607	 
-17.899999999999977	 0.012337395372534027	 5.5865808610058985E-5	 756987.6341327006	 748288.8784017906	 748288.8784017906	 748288.8784017906	 778172.9655273812	 
-17.799999999999983	 0.012345782453004819	 5.570866211165134E-5	 759590.558574619	 750967.0415829757	 750967.0415829757	 750967.0415829757	 780905.4724580669	 
-17.69999999999996	 0.01235416953347561	 5.5552327493197037E-5	 762195.9192936438	 753648.4251805	 753648.4251805	 753648.4251805	 783641.007111736	 
-17.599999999999994	 0.012362556613946401	 5.5396805509118265E-5	 764803.591655975	 756332.9082572659	 756332.9082572659	 756332.9082572659	 786379.4433008144	 
-17.49999999999997	 0.012370943694417193	 5.5242096909918306E-5	 767413.4492087177	 759020.3680120268	 759020.3680120268	 759020.3680120268	 789120.6529273574	 
-17.399999999999977	 0.012379330774887985	 5.5088202442176804E-5	 770046.3274280356	 761710.6797723591	 761710.6797723591	 761710.6797723591	 791885.3292449238	 
-17.299999999999983	 0.012387717855358775	 5.493512284854423E-5	 772702.2762168247	 764403.7169879948	 764403.7169879948	 764403.7169879948	 794673.5249199759	 
